recipe_name,ingredients,location,restaurant_type,cuisine_type,dish_category,price_point,price_range,cooking_method,spice_level,dietary_tags,preparation_time,instructions,launch_date,season,neighborhood_type,population_density,area_income_level,region,avg_monthly_sales,customer_rating,review_count,profit_margin,food_cost,success
Gujarati Dal,"turmeric, lime, butter, ginger, onion, spices, oil",Leicester UK,fine_dining,gujarati,side_dish,35.11,upscale,steamed,hot,"vegan,spicy,mild",35,,2023-10-15,fall,downtown,medium,medium,europe,70,4.8,20,0.47,16.82,1
Signature Thalipeeth,"prawns, herbs, lime, onion, pepper",Delhi India,cafe,maharashtrian,beverage,12.29,mid_range,baked,very_hot,none,23,,2024-02-28,winter,residential,very_high,medium,india,118,4.3,13,0.53,5.37,1
Chef's Handvo,"hing, cream, mustard seeds, lime, green chilies",Birmingham UK,food_truck,gujarati,dessert,7.76,budget,baked,medium,none,45,,2023-04-09,spring,business_district,high,medium,europe,123,3.7,31,0.39,3.93,1
Raj Kachori,"mint chutney, tamarind chutney, lime, sev",Toronto Canada,casual_dining,indian_street_food,appetizer,14.34,budget,fried,very_hot,vegan,17,,2022-12-06,winter,downtown,high,high,north_america,149,4.4,32,0.62,5.28,1
Classic Fish Curry,"coconut milk, oil, urad dal, fenugreek, cream, mustard seeds",New York NY,cafe,south_indian,side_dish,8.49,mid_range,fried,hot,"low_carb,nut_free,high_protein",34,,2022-10-14,fall,suburban,high,high,north_america,181,4.4,37,0.51,4.64,1
Indian Pizza,"herbs, cream, butter, garlic, salt, dough",New York NY,cafe,fusion,appetizer,15.17,mid_range,baked,medium,none,13,,2022-10-15,fall,residential,high,high,north_america,199,4.2,29,0.42,7.95,1
Butter Naan,"garlic, onions, spices, butter, yogurt, lemon, potatoes",Toronto Canada,fine_dining,punjabi,side_dish,43.97,upscale,grilled,hot,spicy,44,,2023-05-20,spring,tourist_area,high,high,north_america,65,4.4,9,0.46,24.14,1
Tandoori Chicken,"ginger garlic paste, tomatoes, onions, yogurt, herbs, onion",New York NY,fine_dining,north_indian,side_dish,32.47,upscale,raw,hot,none,35,,2023-11-10,fall,business_district,high,high,north_america,105,4.6,30,0.56,14.08,1
Rava Idli,"tamarind, salt, jaggery, cream, onion, garlic, fish, rice",Goa India,cafe,south_indian,main_course,12.82,mid_range,fried,mild,"spicy,vegetarian,gluten_free",24,,2023-09-19,fall,business_district,low,medium,india,151,3.9,37,0.42,8.95,1
Classic Greek Salad,"lettuce, olives, dressing, cucumbers",Seattle WA,fast_food,mediterranean,appetizer,11.17,budget,steamed,very_hot,"gluten_free,low_carb,high_protein",44,,2022-12-26,winter,residential,medium,high,north_america,487,4.2,105,0.53,4.67,1
Dal Baati Churma,"lime, lemon, onions, oil",Hyderabad India,fast_food,rajasthani,main_course,7.37,budget,roasted,mild,none,40,,2023-09-21,fall,downtown,high,medium,india,336,4.2,62,0.42,4.01,1
Signature Rajasthani Thali,"beans, yogurt, cream, onion, red meat, garlic, ghee",San Francisco CA,cafe,rajasthani,beverage,9.66,mid_range,grilled,hot,"dairy_free,vegan,vegetarian",28,,2023-10-16,fall,downtown,high,high,north_america,111,4.2,19,0.5,5.12,1
Fish Curry,"onion, oil, fenugreek, coconut milk, spices, mustard seeds",Chicago IL,food_truck,south_indian,dessert,3.76,budget,fried,hot,none,16,,2023-12-15,winter,downtown,high,medium,north_america,182,4.2,53,0.5,1.9,1
Indian Pizza,"unique toppings, dough, garlic, mixed vegetables, onion, cream, specialty sauces",Chennai India,food_truck,fusion,beverage,3.63,budget,fried,medium,dairy_free,15,,2023-03-10,spring,residential,high,medium,india,165,4.1,44,0.4,2.53,1
Samosa Chaat,"chaat masala, coriander, sev, mint chutney, potatoes, cream",Chicago IL,fast_food,indian_street_food,appetizer,9.12,budget,steamed,medium,spicy,16,,2024-02-16,winter,downtown,high,medium,north_america,304,4.4,83,0.59,4.31,1
Premium Korean BBQ Tacos,"spices, garlic, mixed vegetables, herbs, butter",Vancouver Canada,cafe,fusion,main_course,10.7,mid_range,grilled,very_hot,"paleo,vegetarian",29,,2022-11-07,fall,tourist_area,medium,high,north_america,227,4.5,27,0.59,3.79,1
Aloo Posto,"coconut milk, pepper, vegetables, rice",Leicester UK,cafe,bengali,side_dish,12.12,mid_range,raw,hot,none,14,,2022-06-12,summer,tourist_area,medium,medium,europe,147,4.0,39,0.56,4.28,1
Makki di Roti Sarson da Saag,"potatoes, salt, wheat flour, garlic, vegetables, cream",San Francisco CA,casual_dining,punjabi,beverage,9.69,budget,roasted,mild,none,38,,2023-05-16,spring,suburban,high,high,north_america,274,4.6,46,0.46,6.11,1
House Special Fried Chicken,"lemon, spices, potatoes, butter, lettuce",Leicester UK,fast_food,american,beverage,8.32,budget,sauteed,mild,none,21,,2022-05-16,spring,business_district,medium,medium,europe,411,4.1,107,0.5,4.9,1
Raj Kachori,"coriander, garlic, potatoes, chaat masala, green chilies",Goa India,fine_dining,indian_street_food,beverage,60.46,luxury,sauteed,mild,none,33,,2023-11-10,fall,business_district,low,medium,india,159,4.7,37,0.52,26.97,1
House Special Kosha Mangsho,"nigella seeds, jaggery, oil, spices, lemon",Vancouver Canada,fine_dining,bengali,main_course,56.18,luxury,roasted,mild,"keto,mild,low_carb",12,,2024-01-25,winter,business_district,medium,high,north_america,165,5.0,27,0.6,24.44,1
Gatte ki Sabzi,"onions, dried berries, lentils, cream, onion, wheat flour, spices, lemon",Goa India,cafe,rajasthani,appetizer,11.36,mid_range,fried,hot,keto,33,,2022-12-06,winter,tourist_area,low,medium,india,160,4.5,31,0.57,5.05,1
Chef's Gujarati Dal,"mustard seeds, vegetables, coriander, lime, butter, jaggery, garlic",Kochi India,fast_food,gujarati,dessert,11.04,budget,steamed,very_hot,paleo,15,,2022-07-04,summer,residential,medium,medium,india,302,3.8,33,0.45,5.34,1
Tikka Masala Pasta,"cheese, pepper, sauce, vegetables",Seattle WA,food_truck,fusion,beverage,3.19,budget,steamed,very_hot,none,33,,2022-07-24,summer,downtown,medium,high,north_america,177,4.5,24,0.53,1.58,1
House Special Gatte ki Sabzi,"dried berries, onions, lime, red meat, spices, beans, pepper, lemon",Toronto Canada,casual_dining,rajasthani,beverage,21.75,mid_range,roasted,medium,"high_protein,paleo",35,,2022-06-18,summer,downtown,high,high,north_america,313,4.7,44,0.38,13.44,1
House Special Kulfi Falooda,"chickpeas, green chilies, potatoes, onion, sev, spices, mint chutney, butter",Miami FL,fine_dining,indian_street_food,beverage,29.11,upscale,steamed,mild,"high_protein,gluten_free",10,,2023-12-04,winter,tourist_area,medium,high,north_america,79,5.0,12,0.56,11.04,1
Laal Maas,"salt, herbs, spices, wheat flour, cardamom, red chilies, garlic",Miami FL,food_truck,rajasthani,beverage,5.74,budget,baked,medium,none,40,,2022-08-01,summer,tourist_area,medium,high,north_america,63,4.2,17,0.53,2.9,1
Fried Rice,"noodles, garlic, pepper, lime, onion, vegetables, scallions",Austin TX,fast_food,chinese,appetizer,7.98,budget,raw,hot,"mild,paleo",16,,2022-04-29,spring,downtown,medium,medium,north_america,290,4.1,38,0.44,4.32,1
Premium Payasam,"rice, garlic, vegetables, coconut oil, pepper, fish, salt",Kochi India,fine_dining,kerala,main_course,33.32,upscale,roasted,mild,vegan,40,,2023-08-28,summer,business_district,medium,medium,india,92,5.0,23,0.55,17.15,1
Korean BBQ Tacos,"mixed vegetables, tortillas, unique toppings, butter, salsa, lemon, oil",Leicester UK,casual_dining,fusion,side_dish,20.95,mid_range,raw,medium,"nut_free,mild",16,,2023-09-26,fall,residential,medium,medium,europe,180,4.3,41,0.51,8.81,1
Buffalo Wings,"cream, potatoes, salt, onion, spices, garlic, cheese, herbs",Jaipur India,food_truck,american,dessert,5.3,budget,grilled,medium,"low_carb,dairy_free,vegan",38,,2023-08-10,summer,downtown,medium,low,india,141,4.2,41,0.56,1.87,1
House Special Philly Cheesesteak,"potatoes, oil, chicken, tomato, butter, pepper, salt, cream",Chennai India,cafe,american,appetizer,8.3,budget,raw,medium,"paleo,nut_free,high_protein",38,,2023-01-08,winter,downtown,high,medium,india,181,4.0,30,0.55,4.45,1
Sweet and Sour Pork,"salt, pepper, onion, garlic, noodles, herbs, soy sauce",Mumbai India,food_truck,chinese,appetizer,7.12,budget,raw,very_hot,high_protein,31,,2022-07-15,summer,downtown,very_high,medium,india,72,4.5,19,0.5,3.93,1
Korean BBQ Tacos,"specialty sauces, oil, pepper, cream",Hyderabad India,cafe,fusion,main_course,6.32,budget,roasted,medium,vegan,30,,2023-09-07,fall,business_district,high,medium,india,154,4.6,43,0.55,2.58,1
Dal Makhani,"lemon, basmati rice, yogurt, red chili powder, herbs, butter, turmeric, garam masala",Delhi India,fine_dining,north_indian,side_dish,79.25,luxury,roasted,hot,"mild,gluten_free",21,,2023-10-28,fall,business_district,very_high,medium,india,168,4.7,20,0.51,38.88,1
Chicken Manchurian,"garlic, salt, lime, green chilies",Lucknow India,cafe,indo_chinese,appetizer,13.47,mid_range,fried,hot,keto,13,,2022-05-30,spring,tourist_area,medium,low,india,160,3.8,42,0.39,9.36,1
Aloo Tikki,"potatoes, chickpeas, pepper, green chilies, cream, oil",Leicester UK,food_truck,indian_street_food,side_dish,7.34,budget,grilled,mild,"dairy_free,spicy",24,,2023-03-30,spring,tourist_area,medium,medium,europe,143,4.4,19,0.53,3.03,1
Vada,"garlic, fenugreek, oil, butter",Hyderabad India,casual_dining,south_indian,side_dish,13.92,budget,baked,medium,spicy,31,,2022-01-06,winter,residential,high,medium,india,176,4.2,50,0.55,6.96,1
Tikka Masala Pasta,"onion, garlic, pasta, unique toppings, creative proteins, butter",Goa India,food_truck,fusion,appetizer,3.46,budget,raw,medium,"nut_free,mild,low_carb",23,,2022-08-15,summer,tourist_area,low,medium,india,97,3.8,24,0.46,2.25,1
Chef's Beef Curry,"cardamom, lemon, black pepper, herbs, oil, ginger, salt, cream",Goa India,fast_food,kerala,dessert,11.38,budget,sauteed,hot,none,33,,2024-02-28,winter,business_district,low,medium,india,486,4.0,77,0.52,5.06,1
Chef's Buffalo Wings,"bread, cheese, butter, tomato, potatoes",Chicago IL,fast_food,american,appetizer,8.21,budget,roasted,medium,none,12,,2022-12-06,winter,downtown,high,medium,north_america,346,4.4,73,0.52,3.5,1
Shakshuka,"cucumbers, oregano, onion, tahini, garlic, oil",Vancouver Canada,cafe,mediterranean,side_dish,10.86,mid_range,grilled,mild,none,16,,2023-05-30,spring,tourist_area,medium,high,north_america,140,4.4,21,0.59,4.2,1
Chef's Pongal,"rice, fish, herbs, urad dal, spices, tamarind, sambar powder",London UK,fast_food,south_indian,side_dish,5.29,budget,raw,medium,none,35,,2023-08-10,summer,business_district,high,high,europe,299,4.1,74,0.6,1.98,1
Deluxe Vada,"lentils, onion, jaggery, cream, fenugreek",Kolkata India,food_truck,south_indian,side_dish,4.25,budget,steamed,mild,"mild,vegan",41,,2022-07-22,summer,tourist_area,very_high,medium,india,149,4.2,17,0.48,2.54,1
Mumbai Street Food,"prawns, herbs, spices, garlic, pav bread, vegetables, onion, rice flour",Delhi India,cafe,maharashtrian,dessert,13.44,mid_range,fried,medium,"keto,paleo,gluten_free",40,,2022-12-06,winter,residential,very_high,medium,india,201,4.1,42,0.42,8.08,1
Rasgulla,"cream, mustard oil, poppy seeds, herbs",Vancouver Canada,casual_dining,bengali,side_dish,11.86,budget,steamed,medium,none,44,,2023-07-11,summer,residential,medium,high,north_america,159,4.3,23,0.55,5.82,1
Guacamole,"lemon, avocado, herbs, salt",Mumbai India,casual_dining,mexican,beverage,24.21,mid_range,fried,medium,high_protein,24,,2022-02-11,winter,residential,very_high,medium,india,183,4.2,19,0.42,16.32,1
Chef's Greek Salad,"dressing, olive oil, olives, cream, feta cheese, oil",Bangalore India,cafe,mediterranean,beverage,12.13,mid_range,baked,mild,"low_carb,dairy_free",32,,2022-12-28,winter,residential,high,medium,india,230,4.4,46,0.44,5.92,1
Deluxe Undhiyu,"spices, salt, green chilies, oil, coriander, pepper, coconut, turmeric",Chicago IL,food_truck,gujarati,beverage,7.17,budget,steamed,medium,mild,25,,2022-01-23,winter,downtown,high,medium,north_america,136,3.7,30,0.36,4.71,1
Pongal,"cream, herbs, sambar powder, fish, lime, chana dal, curry leaves, vegetables",Los Angeles CA,casual_dining,south_indian,beverage,20.1,mid_range,fried,medium,"spicy,gluten_free,mild",26,,2023-06-08,summer,suburban,high,high,north_america,232,4.9,50,0.44,10.76,1
Gujarati Dal,"green chilies, coriander, butter, jaggery, salt, lemon, turmeric, lime",Austin TX,fast_food,gujarati,side_dish,8.38,budget,sauteed,mild,none,44,,2022-05-14,spring,downtown,medium,medium,north_america,526,4.3,91,0.44,4.79,1
Coconut Rice,"salt, vegetables, butter, seasonings, rice, tamarind, onion, oil",Toronto Canada,cafe,kerala,side_dish,13.67,mid_range,sauteed,very_hot,"dairy_free,vegetarian",43,,2022-01-08,winter,downtown,high,high,north_america,152,4.4,36,0.47,6.84,1
Chingri Malai Curry,"jaggery, fish, oil, coconut milk, vegetables, mustard seeds",Austin TX,cafe,bengali,side_dish,11.87,mid_range,steamed,medium,"nut_free,mild",32,,2022-11-11,fall,residential,medium,medium,north_america,214,4.4,26,0.44,7.45,1
Raj Kachori,"potatoes, chickpeas, salt, pepper, sev, lime, onions, lemon",Seattle WA,fast_food,indian_street_food,side_dish,6.84,budget,steamed,mild,none,15,,2023-01-15,winter,business_district,medium,high,north_america,438,4.3,78,0.51,3.04,1
Chef's Ramen Burger,"pickles, salt, bun, cream, specialty sauces, unique toppings, spices, lime",Kochi India,fast_food,fusion,appetizer,11.83,budget,baked,medium,none,27,,2022-03-30,spring,residential,medium,medium,india,410,3.8,57,0.36,8.2,1
Payasam,"tamarind, jaggery, lemon, rice, vegetables, lime",Chicago IL,food_truck,kerala,dessert,5.79,budget,fried,very_hot,none,28,,2023-05-31,spring,tourist_area,high,medium,north_america,190,4.3,28,0.51,3.17,1
Deluxe Tikka Masala Pasta,"cream, sauce, mixed vegetables, specialty sauces, fusion spices, cheese, lime",Vancouver Canada,cafe,fusion,beverage,11.3,mid_range,roasted,medium,paleo,43,,2022-12-28,winter,business_district,medium,high,north_america,184,3.8,28,0.43,7.12,1
Thai Pizza,"salt, fusion spices, cheese, pepper, specialty sauces, lime, lemon, vegetables",Delhi India,fast_food,fusion,dessert,10.85,budget,fried,medium,dairy_free,19,,2022-12-31,winter,downtown,very_high,medium,india,233,3.9,54,0.46,6.42,1
Coconut Rice,"seasonings, rice, fish, coconut oil, coconut, curry leaves, tamarind, butter",Jaipur India,fast_food,kerala,appetizer,7.43,budget,sauteed,very_hot,"nut_free,vegetarian,mild",21,,2023-12-04,winter,residential,medium,low,india,613,4.3,145,0.45,3.62,1
Coconut Rice,"cardamom, seasonings, tamarind, rice, herbs",Lucknow India,fast_food,kerala,dessert,9.9,budget,baked,medium,"low_carb,dairy_free,mild",33,,2023-01-17,winter,residential,medium,low,india,330,4.1,97,0.53,5.28,1
Chef's Schezwan Fried Rice,"rice, ginger garlic, butter, vegetables, salt",Leicester UK,fine_dining,indo_chinese,side_dish,42.17,upscale,sauteed,hot,"keto,mild,nut_free",35,,2022-02-18,winter,downtown,medium,medium,europe,74,4.7,11,0.61,13.73,1
Payasam,"curry leaves, lime, pepper, salt, coconut, lemon",Leicester UK,fine_dining,kerala,side_dish,66.93,luxury,sauteed,medium,"paleo,mild",38,,2023-05-15,spring,downtown,medium,medium,europe,103,4.7,30,0.58,29.41,1
Classic Street Tacos,"lemon, chili peppers, meat, butter, oil, chicken",Delhi India,cafe,mexican,beverage,14.83,mid_range,raw,hot,"low_carb,gluten_free,spicy",25,,2022-05-09,spring,tourist_area,very_high,medium,india,215,4.6,30,0.51,6.07,1
Philly Cheesesteak,"cheese, lettuce, onions, onion",Pune India,food_truck,american,beverage,5.22,budget,baked,medium,keto,18,,2022-05-10,spring,business_district,high,medium,india,80,4.0,13,0.62,2.29,1
Hummus Plate,"salt, olive oil, vegetables, lemon, herbs, tahini, olives, spices",Hyderabad India,food_truck,mediterranean,main_course,4.3,budget,raw,mild,"keto,paleo,low_carb",10,,2022-11-07,fall,downtown,high,medium,india,183,4.6,30,0.49,1.75,1
Philly Cheesesteak,"spices, lemon, bacon, tomato, beef, butter",Pune India,cafe,american,beverage,14.63,mid_range,sauteed,very_hot,"dairy_free,gluten_free,low_carb",26,,2022-08-14,summer,downtown,high,medium,india,134,4.4,34,0.54,7.26,1
Chilli Chicken,"salt, seasonings, onion, herbs, pepper",Vancouver Canada,fine_dining,indo_chinese,side_dish,46.09,luxury,steamed,hot,"dairy_free,paleo,vegetarian",11,,2023-07-02,summer,suburban,medium,high,north_america,119,4.9,28,0.61,15.9,1
Handvo,"hing, yogurt, lime, pepper, onion, butter, green chilies",Austin TX,fast_food,gujarati,dessert,8.8,budget,raw,very_hot,none,22,,2022-07-05,summer,tourist_area,medium,medium,north_america,255,3.9,64,0.47,5.16,1
Khaman,"mustard seeds, green chilies, garlic, turmeric",Hyderabad India,casual_dining,gujarati,beverage,13.21,budget,roasted,hot,"gluten_free,vegetarian",43,,2023-07-17,summer,downtown,high,medium,india,322,4.4,55,0.43,8.06,1
Deluxe Vada Pav,"lime, oil, salt, rice flour, kokum, cream, prawns, garlic",Miami FL,casual_dining,maharashtrian,appetizer,24.1,mid_range,fried,medium,"vegan,spicy,paleo",13,,2024-02-17,winter,downtown,medium,high,north_america,152,4.5,39,0.4,12.83,1
Dhokla,"coconut, butter, ginger, lime, turmeric, yogurt",Jaipur India,fine_dining,gujarati,side_dish,47.47,luxury,baked,very_hot,spicy,30,,2022-12-23,winter,residential,medium,low,india,148,5.0,31,0.42,23.82,1
Greek Salad,"oil, feta cheese, cucumbers, lettuce, butter, lemon, pepper, chickpeas",Mumbai India,fine_dining,mediterranean,side_dish,67.33,luxury,raw,very_hot,nut_free,45,,2024-02-24,winter,suburban,very_high,medium,india,115,4.8,18,0.45,39.31,1
Classic Spaghetti Carbonara,"lime, olive oil, parmesan, oil",Los Angeles CA,casual_dining,italian,appetizer,8.09,budget,baked,medium,none,41,,2022-08-02,summer,downtown,high,high,north_america,327,4.2,69,0.61,3.04,1
Deluxe Risotto,"lemon, pasta, salt, herbs",Bangalore India,fast_food,italian,main_course,8.68,budget,sauteed,very_hot,dairy_free,21,,2022-09-12,fall,business_district,high,medium,india,556,4.6,140,0.57,3.99,1
Premium Coconut Chutney,"lemon, jaggery, onion, rice, mustard seeds, curry leaves, tamarind, coconut",Birmingham UK,cafe,south_indian,side_dish,7.65,budget,baked,hot,"mild,low_carb,paleo",44,,2023-07-31,summer,suburban,high,medium,europe,163,4.4,24,0.57,3.23,1
Dal Baati Churma,"ghee, dried berries, butter, salt, lemon, spices",Chennai India,fast_food,rajasthani,dessert,5.26,budget,sauteed,medium,none,19,,2022-12-31,winter,suburban,high,medium,india,574,3.9,86,0.46,2.94,1
Chef's Thalipeeth,"lime, jaggery, green chilies, lemon, kokum, oil, ginger garlic, herbs",Lucknow India,casual_dining,maharashtrian,dessert,12.44,budget,baked,very_hot,"vegan,dairy_free,vegetarian",34,,2023-10-10,fall,downtown,medium,low,india,133,4.4,28,0.48,7.0,1
Tabbouleh,"lime, olives, vegetables, lemon, oregano, butter, tahini, olive oil",Austin TX,fast_food,mediterranean,dessert,8.84,budget,grilled,very_hot,none,15,,2022-09-26,fall,residential,medium,medium,north_america,319,4.4,62,0.45,4.66,1
Premium Rajma Chawal,"spices, yogurt, kidney beans, lime, ginger, potatoes",Lucknow India,casual_dining,punjabi,dessert,12.59,budget,baked,medium,"paleo,spicy",29,,2024-02-28,winter,suburban,medium,low,india,333,4.9,86,0.56,5.36,1
